t,x,y,z,v,direction,anomaly_by_overspeed,anomaly_by_underspeed,anomaly_by_too_close,anomaly_by_low_altitude
30.0,94.11551121776951,169.6008546994003,7.0,0.1980222549637444,0.3719202489021557,0.0,0.019777450362556126,0.0,0.0
31.0,93.59935029011511,169.4256774088971,7.0,0.5450772297070298,0.3393850272612892,0.3501103281528997,0.0,0.0,0.0
32.0,93.6445260929871,169.16733560662556,7.0,0.2622619682036113,-5.718587957441247,0.0,0.0,0.0,0.0
33.0,93.50887741705033,169.1449735439367,7.0,0.13747954440971233,0.16485279000653558,0.0,0.6252045559028768,0.0,0.0
34.0,93.12335757512896,169.37528492170057,7.0,0.44907558299530403,-0.5974047317929221,0.21296511856472009,0.0,0.0,0.0
35.0,92.92875530950835,169.06809562525066,7.0,0.3636417270309681,1.578549435024466,0.090916752901383,0.0,0.0,0.0
36.0,92.76303022753451,168.89640948789105,7.0,0.23862299251475722,1.0359695425386697,0.0,0.0,0.0,0.0
37.0,92.55750876940363,168.79579492307744,7.0,0.22882823340855268,0.4895574687365909,0.0,0.0,0.0,0.0
38.0,92.13490010368807,168.88445183007914,7.0,0.4318079798903595,-0.20978487710750762,0.18829711412908506,0.0,0.0,0.0
39.0,92.14997899385489,168.5421821344652,7.0,0.3426016892315616,-22.69859995181156,0.060859556045088005,0.0,0.0,0.0
40.0,91.92598992716934,168.4554380204797,7.0,0.24019917424044682,0.38726941126676107,0.0,0.0,0.0,0.0
41.0,91.62997831664775,168.28932321610824,7.0,0.3394363000548901,0.5611766514116014,0.0563375715069859,0.0,0.0,0.0
42.0,91.47701273237753,168.3451089502646,7.0,0.16282050886326843,-0.36469467575014325,0.0,0.3717949113673158,0.0,0.0
43.0,91.27439015501463,168.1393550938274,7.0,0.2887742341275798,1.0154537520697997,0.0,0.0,0.0,0.0
44.0,91.00478595259932,168.04004317089914,7.0,0.2873139119424983,0.3683619247717341,0.0,0.0,0.0,0.0
45.0,90.78045942902102,167.39962773322893,7.0,0.6785678462667211,2.8548360107166926,0.5408112089524587,0.0,0.0,0.0
46.0,90.52184540498641,167.8361293743527,7.0,0.5073607159912285,-1.6878498478696577,0.2962295942731835,0.0,0.0,0.0
47.0,90.61581922380549,167.34887982346302,7.0,0.49622898289564077,-5.184949989398072,0.280327118422344,0.0,0.0,0.0
48.0,90.05465761404328,167.66512908362625,7.0,0.644139695116444,-0.5635618236558311,0.4916281358806343,0.0,0.0,0.0
49.0,89.94916177761739,167.55880549284976,7.0,0.14978009700492873,1.0078463224583387,0.0,0.5021990299507129,0.0,0.0
50.0,89.59919786209127,167.29473742041034,7.0,0.4384138330986371,0.7545580007653875,0.19773404728376728,0.0,0.0,0.0
51.0,89.52373758972229,167.08931814144535,7.0,0.21884088483759234,2.722217565827708,0.0,0.0,0.0,0.0
52.0,89.25462156109765,166.73202514178112,7.0,0.4473049569049689,1.327654103288572,0.21043565272138418,0.0,0.0,0.0
53.0,88.92050988146593,166.7391650110162,7.0,0.33418795938666307,-0.021369708604499455,0.04883994198094726,0.0,0.0,0.0
54.0,88.45635270522465,166.49226873359768,7.0,0.5257372500207798,0.5319238612615622,0.3224817857439711,0.0,0.0,0.0
55.0,88.73063299606984,166.69615692362498,7.0,0.34176025511860586,0.7433570578440617,0.059657507312294106,0.0,0.0,0.0
56.0,88.25248174447324,166.876029040892,7.0,0.5108645593242079,-0.3761824666701409,0.3012350847488685,0.0,0.0,0.0
57.0,88.49216595669898,166.40971068256022,7.0,0.5243103402637882,-1.945553084208157,0.32044334323398316,0.0,0.0,0.0
58.0,87.98344029271558,165.99945068536684,7.0,0.6535404092268972,0.8064464331934451,0.505057727466996,0.0,0.0,0.0
59.0,87.8300419443053,165.9725569333327,7.0,0.1557380081851542,0.17531969745990203,0.0,0.442619918148458,0.0,0.0
60.0,87.60685734243636,166.0472284815346,7.0,0.23534486742282124,-0.33457302867944183,0.0,0.0,0.0,0.0
61.0,87.34556824220087,165.8472773857558,7.0,0.3290173773602444,0.7652485143796441,0.04145339622892057,0.0,0.0,0.0
62.0,87.14564776554842,165.73388843079604,7.0,0.2298374471051438,0.5671702911997304,0.0,0.0,0.0,0.0
63.0,87.20558273245015,165.9754397243563,7.0,0.24887592828184238,4.030223191017866,0.0,0.0,0.0,0.0
64.0,86.54772322878927,165.756991723346,7.0,0.69318010336589,0.33205874475427033,0.5616858619512715,0.0,0.0,0.0
65.0,86.47323129564265,165.6591944035476,7.0,0.12293642203868643,1.3128578581244308,0.0,0.7706357796131358,0.0,0.0
66.0,86.12579622098684,165.1890951088035,7.0,0.5845549401210814,1.3530565249055178,0.4065070573158307,0.0,0.0,0.0
67.0,86.05185374735065,165.0769798088953,7.0,0.13430312684725776,1.5162503280570045,0.0,0.6569687315274225,0.0,0.0
68.0,85.72657209819143,165.0040714978856,7.0,0.33335232576664053,0.22413902289949264,0.04764617966662935,0.0,0.0,0.0
69.0,85.55639045765408,164.841317714547,7.0,0.23547947844136458,0.9563533576519688,0.0,0.0,0.0,0.0
70.0,85.08260975398937,164.53781022933435,7.0,0.5626588209075878,0.6406075276282868,0.3752268870108397,0.0,0.0,0.0
71.0,84.96289491365584,164.43385626243634,7.0,0.15854989823370005,0.868346535888111,0.0,0.41450101766299957,0.0,0.0
72.0,85.0813465328097,164.42477645986273,7.0,0.1187991115073956,-0.07665410264941377,0.0,0.8120088849260441,0.0,0.0
73.0,84.80496996067588,164.1715868954867,7.0,0.3748185762917321,0.9161035699271044,0.10688368041676016,0.0,0.0,0.0
74.0,84.46190659942553,164.1591807930904,7.0,0.3432876071300156,0.03616271452333585,0.06183943875716517,0.0,0.0,0.0
75.0,84.01925216293411,164.09468675102,7.0,0.44732810285976804,0.14569839756176714,0.21046871837109724,0.0,0.0,0.0
76.0,84.17109798496266,163.98018517895193,7.0,0.19017824185112164,-0.7540646857345704,0.0,0.09821758148878368,0.0,0.0
77.0,83.66056886893772,163.6717972529261,7.0,0.5964420267114987,0.6040555109314556,0.42348860958785534,0.0,0.0,0.0
78.0,83.75687831902582,163.64185795410097,7.0,0.10085569785794184,-0.31086563984883936,0.0,0.9914430214205817,0.0,0.0
79.0,83.49587208972841,163.4345334827587,7.0,0.3333281988512297,0.7943276752450074,0.047611712644613904,0.0,0.0,0.0
80.0,83.04516595044394,163.1096306361479,7.0,0.5556058708513665,0.7208751296945053,0.36515124407338073,0.0,0.0,0.0
81.0,82.99627508453251,162.91671031304708,7.0,0.1990190137521915,3.9459379478020957,0.0,0.00980986247808513,0.0,0.0
82.0,82.87814538888223,163.1534802987298,7.0,0.26460281766190696,-2.0043223203051386,0.0,0.0,0.0,0.0
83.0,82.66845020629076,162.94569957965774,7.0,0.2952031450038583,0.9908702551209471,0.0,0.0,0.0,0.0
84.0,82.29231337971723,162.72347463132874,7.0,0.4368785185433491,0.5908088031512082,0.195540740776213,0.0,0.0,0.0
85.0,82.26147161118448,162.57621888644212,7.0,0.15045088596728687,4.774555801825753,0.0,0.49549114032713143,0.0,0.0
86.0,82.07340250367913,162.46854111537994,7.0,0.21671292434641806,0.5725436382959754,0.0,0.0,0.0,0.0
87.0,81.86260965592051,162.41109812665897,7.0,0.21847956796778042,0.2725091924690983,0.0,0.0,0.0,0.0
88.0,81.55339046593453,162.23906779928214,7.0,0.35385158045848264,0.5563378113261017,0.07693082922640379,0.0,0.0,0.0
89.0,81.3123408209227,162.13602742957306,7.0,0.2621492879069317,0.42746534517411056,0.0,0.0,0.0,0.0
90.0,81.15822835821334,161.8892641679622,7.0,0.29093428543774397,1.601189529209039,0.0,0.0,0.0,0.0
91.0,81.10167308885764,161.60381002807216,7.0,0.29100268808425717,5.047348251401956,0.0,0.0,0.0,0.0
92.0,80.80141363328799,161.5928674765983,7.0,0.30045878268364506,0.03644365321689749,0.0006554038337786799,0.0,0.0,0.0
93.0,80.51044913861698,161.48695612869435,7.0,0.30964100305674847,0.36400093428475383,0.013772861509640681,0.0,0.0,0.0
94.0,80.47447041831239,161.33645250271388,7.0,0.1547443367235857,4.183128935836192,0.0,0.4525566327641431,0.0,0.0
95.0,80.26420469444015,160.9003939878846,7.0,0.4841060865044336,2.0738449748197594,0.2630086950063337,0.0,0.0,0.0
96.0,79.92179694821432,161.07967432957844,7.0,0.3865029179622232,-0.5235872834944497,0.1235755970888903,0.0,0.0,0.0
97.0,79.4636060477648,161.25943428409423,7.0,0.49219157093784416,-0.39232545722629725,0.27455938705406313,0.0,0.0,0.0
98.0,79.46590527027875,160.66425807947505,7.0,0.5951806456606762,-258.8597671634139,0.4216866366581089,0.0,0.0,0.0
99.0,79.5863081585654,160.20786911936523,7.0,0.4720039601718291,-3.7905150499652103,0.24571994310261305,0.0,0.0,0.0
100.0,79.12305902170424,160.3170551682487,7.0,0.4759425974562433,-0.23569617338797375,0.2513465677946333,0.0,0.0,0.0
101.0,78.86503530961335,160.24901799240547,7.0,0.2668431998344396,0.2636857492355189,0.0,0.0,0.0,0.0
102.0,78.9584074750356,160.12051112389537,7.0,0.15884702241437462,-1.3762866902460777,0.0,0.4115297758562539,0.0,0.0
103.0,78.67334556588546,160.0399621129094,7.0,0.2962236236682416,0.28256672814027334,0.0,0.0,0.0,0.0
104.0,78.49050861330983,159.890409433608,7.0,0.2362104043292075,0.8179565300922083,0.0,0.0,0.0,0.0
105.0,78.1441133996162,159.7020227783062,7.0,0.3943084781812979,0.543848898179117,0.13472639740185413,0.0,0.0,0.0
106.0,77.96936473105323,159.68308213729475,7.0,0.1757721395627173,0.10838789884472956,0.0,0.242278604372827,0.0,0.0
107.0,77.69890689578388,159.5428188945488,7.0,0.30466574786837664,0.5186140849137105,0.006665354097680923,0.0,0.0,0.0
108.0,77.42834259516415,159.48929556674253,7.0,0.2758075187323531,0.19782110087571014,0.0,0.0,0.0,0.0
109.0,77.54468373159328,159.0484422633369,7.0,0.4559461537827318,-3.7893157737390233,0.22278021968961687,0.0,0.0,0.0
110.0,77.41610560180644,159.42630112123547,7.0,0.39913613210518334,-2.9387490588404663,0.14162304586454766,0.0,0.0,0.0
111.0,77.13048007203172,158.83953708208745,7.0,0.6525902090105176,2.0543123004824477,0.5037002985864537,0.0,0.0,0.0
112.0,76.75014755337003,158.7992270091925,7.0,0.3824627128601432,0.10598639589587737,0.11780387551449033,0.0,0.0,0.0
113.0,76.37183878155788,158.3494682236936,7.0,0.5877078287409875,1.1888669230282154,0.41101118391569647,0.0,0.0,0.0
114.0,76.30442065563928,158.55554705778474,7.0,0.21682640421022692,-3.0567274198622214,0.0,0.0,0.0,0.0
115.0,76.14381015012195,158.39753166679574,7.0,0.22531000481988211,0.9838421869106626,0.0,0.0,0.0,0.0
116.0,75.73351253399805,157.96441529594867,7.0,0.59660198163658,1.0556151286930335,0.4237171166236857,0.0,0.0,0.0
117.0,75.66526334044453,157.77424595602616,7.0,0.20204536685424915,2.7863968791566522,0.0,0.0,0.0,0.0
118.0,75.62956375234748,157.74252284559037,7.0,0.04775789281386028,0.8886127859390244,0.0,1.0,0.0,0.0
119.0,75.39476970082255,157.50729643552398,7.0,0.33235479630089887,1.0018414373731002,0.04622113757271269,0.0,0.0,0.0
120.0,75.0102960085861,157.40591620283396,7.0,0.3976153563460728,0.2636857468720365,0.13945050906581832,0.0,0.0,0.0
121.0,75.08917626151495,157.20382021341518,7.0,0.21694442431478989,-2.562060616122245,0.0,0.0,0.0,0.0
122.0,75.03990399976884,157.23822856576493,7.0,0.06009734177982725,-0.6983310919852145,0.0,1.0,0.0,0.0
123.0,74.71918519890976,156.9025531915328,7.0,0.46426124767243415,1.046634538832704,0.23465892524633453,0.0,0.0,0.0
124.0,74.25820323869782,156.6163780235082,7.0,0.542586946428641,0.6207947224074507,0.34655278061234435,0.0,0.0,0.0
125.0,74.3191868617116,156.68079051682716,7.0,0.08870158719805071,1.0562260839178204,0.0,1.0,0.0,0.0
126.0,73.93278700611506,156.62594577665905,7.0,0.39027271737738933,0.1419377863985903,0.12896102482484192,0.0,0.0,0.0
127.0,73.88215373934757,156.28860918518112,7.0,0.3411153817310201,6.662350920926972,0.05873625961574298,0.0,0.0,0.0
128.0,73.71096096243593,156.12006658257295,7.0,0.24023649964285937,0.9845193567668075,0.0,0.0,0.0,0.0
129.0,73.46376575424748,155.93477609580853,7.0,0.30893047023032416,0.749571515250218,0.012757814614748819,0.0,0.0,0.0
130.0,73.48228827044953,155.69282371858037,7.0,0.2426603314363781,-13.062608480878207,0.0,0.0,0.0,0.0
131.0,73.14058106015341,155.38424864037404,7.0,0.46041546070739336,0.9030394118371754,0.22916494386770483,0.0,0.0,0.0
132.0,72.69474991250544,155.4811339358117,7.0,0.4562369698798466,-0.21731387757178589,0.22319567125692372,0.0,0.0,0.0
133.0,72.97488638501042,155.3973656128214,7.0,0.2923928439003572,-0.2990268358890914,0.0,0.0,0.0,0.0
134.0,72.57707927713342,155.1566768969827,7.0,0.4649532804589575,0.6050387513767616,0.23564754351279646,0.0,0.0,0.0
135.0,72.42328758156684,155.0359106911919,7.0,0.1955412030400508,0.7852583024453152,0.0,0.04458796959949218,0.0,0.0
136.0,72.15893317103802,154.79217533574015,7.0,0.35956943399464825,0.9220022278583135,0.08509919142092609,0.0,0.0,0.0
137.0,72.32391623484614,154.19633169005257,7.0,0.6182629387645532,-3.61154431209105,0.4546613410922189,0.0,0.0,0.0
138.0,71.71663458027021,154.53966889282935,7.0,0.697618407723779,-0.5653673220485093,0.5680262967482558,0.0,0.0,0.0
139.0,71.56940958822804,154.199594923515,7.0,0.3705745577977955,2.309892937314208,0.10082079685399363,0.0,0.0,0.0
140.0,71.46273925100733,154.302937641559,7.0,0.1485202956349695,-0.96880464369555,0.0,0.5147970436503052,0.0,0.0
141.0,71.23555844369321,153.9890370678913,7.0,0.38748508275907423,1.3817213583260959,0.12497868965582035,0.0,0.0,0.0
142.0,71.10898130911995,153.83054629169007,7.0,0.20283268261708942,1.2521280145547236,0.0,0.0,0.0,0.0
143.0,70.85759363114502,153.6309064422189,7.0,0.32101687515533994,0.7941512928532474,0.030024107364771364,0.0,0.0,0.0
144.0,70.51931898752531,153.49552824737358,7.0,0.3643583265902123,0.40020201749885803,0.09194046655744613,0.0,0.0,0.0
145.0,70.45827448911724,153.12136221917766,7.0,0.3791129745099865,6.129398028545211,0.11301853501426644,0.0,0.0,0.0
146.0,70.42896321825384,153.26273230457352,7.0,0.14437676975352154,-4.823062297594683,0.0,0.5562323024647847,0.0,0.0
147.0,70.16070534918005,152.97326014898246,7.0,0.3946598702459434,1.0790816932621952,0.13522838606563345,0.0,0.0,0.0
148.0,70.0362432136885,152.56012465355937,7.0,0.4314762574575819,3.319366920641684,0.18782322493940273,0.0,0.0,0.0
149.0,69.80970260978891,152.53079369078864,7.0,0.22843150087552266,0.12947331412487356,0.0,0.0,0.0,0.0
150.0,69.50521701862648,152.20859527883934,7.0,0.44330947642497764,1.058172935931868,0.2047278234642538,0.0,0.0,0.0
151.0,69.26832635840374,152.00188203177535,7.0,0.31440030440905015,0.8726103716778929,0.020571863441500228,0.0,0.0,0.0
152.0,69.119918275863,151.92683979387672,7.0,0.16630182329804316,0.5056479176464554,0.0,0.3369817670195685,0.0,0.0
153.0,68.97407510185347,151.92057938913285,7.0,0.1459774779640013,0.04292559309948025,0.0,0.5402252203599872,0.0,0.0
154.0,68.73716504528427,151.95831800567572,7.0,0.23989701557583315,-0.1592951227540825,0.0,0.0,0.0,0.0
155.0,68.85531088881659,151.65927153302536,7.0,0.32153885169382823,-2.531163718582773,0.030769788134040348,0.0,0.0,0.0
156.0,68.68985296719876,151.30433330692523,7.0,0.3916088203465284,2.145187263502314,0.13086974335218343,0.0,0.0,0.0
157.0,68.40001152289976,151.38483603142313,7.0,0.3008134828841885,-0.27774745841680887,0.0011621184059836176,0.0,0.0,0.0
158.0,68.21637872010999,151.02986543909725,7.0,0.3996562619009202,1.9330456592347578,0.142366088429886,0.0,0.0,0.0
159.0,68.04167211975461,150.85005378502098,7.0,0.2507082510596327,1.029220726123181,0.0,0.0,0.0,0.0
160.0,67.83598529640237,150.62673996367187,7.0,0.30360522410900054,1.0856982363264207,0.00515032015571507,0.0,0.0,0.0
161.0,67.62746589770963,150.24065576757906,7.0,0.4387953350980553,1.85155049608459,0.19827905014007902,0.0,0.0,0.0
162.0,67.42142200426795,150.12083322187962,7.0,0.23835169074814008,0.5815389318167493,0.0,0.0,0.0,0.0
163.0,67.39270985583444,150.24112937446208,7.0,0.12367518665362648,-4.189730101911983,0.0,0.7632481334637353,0.0,0.0
164.0,66.78212321315772,150.08841622760613,7.0,0.6293944339107842,0.25010888902920086,0.4705634770154061,0.0,0.0,0.0
165.0,66.98667130459154,149.805949600996,7.0,0.34875108151477574,-1.380930150118357,0.06964440216396536,0.0,0.0,0.0
166.0,66.87515079972579,149.62823157778737,7.0,0.20981067365292466,1.5935905546927336,0.0,0.0,0.0,0.0
167.0,66.58158697521044,149.25977311161319,7.0,0.47110652761293054,1.2551221758419653,0.2444378965899008,0.0,0.0,0.0
168.0,66.54029329915406,149.6139516107608,7.0,0.35657758894904157,-8.577063922911941,0.0808251270700594,0.0,0.0,0.0
169.0,66.37940850138658,148.9671681789076,7.0,0.6664928550798551,4.020164992766921,0.5235612215426502,0.0,0.0,0.0
170.0,66.15874844433249,148.91356061405511,7.0,0.227078470552643,0.24294186074348553,0.0,0.0,0.0,0.0
171.0,65.7000691787405,149.05477493511717,7.0,0.4799251537031752,-0.3078716036570714,0.25703593386167883,0.0,0.0,0.0
172.0,65.68064823409972,148.42852350080327,7.0,0.6265524974580804,32.2461881178904,0.46650356779725777,0.0,0.0,0.0
173.0,65.57718509840225,148.4026223394754,7.0,0.10665594501238033,0.2503419324501082,0.0,0.9334405498761967,0.0,0.0
174.0,65.33393078253577,148.15760943408023,7.0,0.34525930255079196,1.0072294278621179,0.06465614650113138,0.0,0.0,0.0
175.0,65.27282367160127,148.0280878999708,7.0,0.14321280251715515,2.1195820278305497,0.0,0.5678719748284485,0.0,0.0
176.0,64.93301527044211,147.88573925641825,7.0,0.3684194427817302,0.4189085468957911,0.09774206111675748,0.0,0.0,0.0
177.0,64.95115717142963,147.66885205728445,7.0,0.217644631726911,-11.955042599066351,0.0,0.0,0.0,0.0
178.0,64.73071307445251,147.43665541454146,7.0,0.32017320436472124,1.0533130436561102,0.028818863378173222,0.0,0.0,0.0
179.0,64.33174264257855,147.36840165741813,7.0,0.4047665757830638,0.17107472551973854,0.1496665368329483,0.0,0.0,0.0
180.0,64.62241300135797,147.01894991487657,7.0,0.4545390828501897,-1.2022269625598287,0.22077011835741386,0.0,0.0,0.0
181.0,64.20319195480569,146.8525137365458,7.0,0.4510513134109479,0.39701293553737094,0.21578759058706845,0.0,0.0,0.0
182.0,64.03861436837212,146.7211981386155,7.0,0.21054588149875825,0.7978947849214174,0.0,0.0,0.0,0.0
183.0,63.82970523850756,146.44912503989855,7.0,0.3430259401068933,1.3023514046195208,0.06146562872413331,0.0,0.0,0.0
184.0,63.58252468418061,146.2853728799569,7.0,0.29650125855202075,0.6624799446199834,0.0,0.0,0.0,0.0
185.0,63.74653237989068,145.74757520168336,7.0,0.5622498261525126,-3.279100263833032,0.3746426087893038,0.0,0.0,0.0
186.0,62.815293089291096,146.08696868452887,7.0,0.9911581874526502,-0.3644535687782115,0.9873688392180718,0.0,0.0,0.0
187.0,63.237607961395724,145.77333707894954,7.0,0.5260367242113597,-0.7426487350926853,0.3229096060162282,0.0,0.0,0.0
188.0,62.754156031444296,145.6235508034028,7.0,0.5061241911980955,0.3098266161886952,0.2944631302829936,0.0,0.0,0.0
189.0,62.93155886803176,145.309013638166,7.0,0.36111687130966263,-1.7730109128313172,0.08730981615666093,0.0,0.0,0.0
190.0,62.8477942419322,145.23666506535955,7.0,0.11068346115264305,0.8637127171135179,0.0,0.8931653884735696,0.0,0.0
191.0,62.56422261185618,145.02667974348094,7.0,0.35285507618345463,0.7405018683368062,0.0755072516906495,0.0,0.0,0.0
192.0,62.4129415752278,144.82098669364694,7.0,0.2553342569914369,1.359675042016502,0.0,0.0,0.0,0.0
193.0,62.287561433776595,144.60726427993114,7.0,0.24778508832218124,1.704595410741181,0.0,0.0,0.0,0.0
194.0,62.1139492651409,144.50062610795095,7.0,0.2037471099713208,0.6142321291082039,0.0,0.0,0.0,0.0
195.0,62.04575675649543,144.16215250294522,7.0,0.3452746725737914,4.963501295507716,0.06467810367684489,0.0,0.0,0.0
196.0,61.69221839938951,144.27118309017365,7.0,0.3699689701806473,-0.3083981837811357,0.09995567168663899,0.0,0.0,0.0
197.0,61.44744867321874,143.87245792312234,7.0,0.4678610666531364,1.628980729312596,0.23980152379019493,0.0,0.0,0.0
198.0,61.39899738528854,143.5728854611898,7.0,0.30346529826393503,6.182961789666346,0.00495042609133578,0.0,0.0,0.0
199.0,60.96065175321664,143.67702156016492,7.0,0.45054546969897463,-0.2375661837507193,0.21506495671282094,0.0,0.0,0.0
200.0,61.22649123701519,143.2071627636274,7.0,0.539849904908734,-1.7674530127118884,0.3426427212981914,0.0,0.0,0.0
201.0,60.910850123096566,143.15596917781437,7.0,0.31976568925415494,0.16218921919728996,0.028236698934507073,0.0,0.0,0.0
202.0,60.80292639671082,142.6287212596634,7.0,0.5381801723507891,4.885375401757778,0.34025738907255587,0.0,0.0,0.0
203.0,60.97615804363359,142.68199617584642,7.0,0.1812385725773761,0.3075357022194584,0.0,0.18761427422623905,0.0,0.0
204.0,60.62148001912638,142.41610705410167,7.0,0.4432759029436745,0.7496633661309485,0.2046798613481065,0.0,0.0,0.0
205.0,60.4055078667142,142.03350303466658,7.0,0.43935157482981385,1.7715432992717575,0.19907367832830553,0.0,0.0,0.0
206.0,60.11435465692769,141.96412353040816,7.0,0.29930537445915434,0.2382920810294111,0.0,0.0,0.0,0.0
207.0,60.01398228850519,141.82305348997122,7.0,0.1731339615777984,1.4054668894843318,0.0,0.26866038422201616,0.0,0.0
208.0,59.99493849498261,141.57338436558268,7.0,0.2503943644427066,13.110262096285457,0.0,0.0,0.0,0.0
209.0,59.85000637588676,141.40084311980826,7.0,0.22533486334565722,1.1904969502330234,0.0,0.0,0.0,0.0
210.0,59.535354031804665,141.08163283352008,7.0,0.44822015183226455,1.0144856451630373,0.21174307404609224,0.0,0.0,0.0
211.0,59.680630093375825,141.00369105879525,7.0,0.1648637446890068,-0.5365080377446947,0.0,0.3513625531099321,0.0,0.0
212.0,59.12432752079878,140.92096045210744,7.0,0.5624205770940229,0.14871512512439455,0.37488653870574706,0.0,0.0,0.0
213.0,59.1016030528161,140.46614698838732,7.0,0.45538081670859126,20.01426233902706,0.22197259529798755,0.0,0.0,0.0
214.0,58.95458152165067,140.5756412892038,7.0,0.18331484538224305,-0.744750105297547,0.0,0.16685154617756964,0.0,0.0
215.0,58.80475446557341,140.33470308988504,7.0,0.2837240959519269,1.6081087463569381,0.0,0.0,0.0,0.0
216.0,58.66561638513847,140.1252905293665,7.0,0.2514220076485879,1.5050700704215207,0.0,0.0,0.0,0.0
217.0,58.55963919565601,139.89105780477746,7.0,0.2570916839553747,2.210218309552525,0.0,0.0,0.0,0.0
218.0,58.29421375474342,139.80937830361543,7.0,0.2777088504058212,0.3077304906462455,0.0,0.0,0.0,0.0
219.0,58.411128975463185,139.83046060494513,7.0,0.11880080919466991,0.18032127211418025,0.0,0.8119919080533009,0.0,0.0
220.0,58.23643179259688,139.46238021146613,7.0,0.4074337759257101,2.106962387371171,0.15347682275101449,0.0,0.0,0.0
221.0,57.96721610856781,139.15109118242214,7.0,0.41155551767700904,1.1562811808927773,0.15936502525287008,0.0,0.0,0.0
222.0,57.77302777692278,139.0431711561821,7.0,0.22216174335544506,0.5557492838308739,0.0,0.0,0.0,0.0
223.0,57.65642621385881,138.77611231691205,7.0,0.29140409767405107,2.2903538533486705,0.0,0.0,0.0,0.0
224.0,57.337289342821926,138.60725778000713,7.0,0.3610542855147759,0.5290975510172323,0.08722040787825133,0.0,0.0,0.0
